sentence,label,category
I know I won’t.,0,Pet supplies
"Dependable, good price, and they do smell like lavender.",1,Pet supplies
Good volume and good quality at a good price.,1,Pet supplies
They work great!,0,Pet supplies
Pooper scoopers!,0,Pet supplies
LOVE IT!,0,Pet supplies
Strong enough 💪 for the job.....,0,Pet supplies
My neighbors were nice enough to give me one of their carriers that attach to the leash and it is so much better!,0,Pet supplies
They were exactly what I expected,0,Pet supplies
The standard Dept store bags I always doubled bagged and with my 2 dogs -I was using a lot..besides the fact still smelled horrendous!,1,Pet supplies
I have a 90lb american bulldog and these bags hold up well to his massive dumps.,1,Pet supplies
"Which is when I realized it was a bit odd, decided to examine the bags further, and saw that, yep—they’re plastic.",0,Pet supplies
We just bought more.,0,Pet supplies
These are good for picking up poop.,0,Pet supplies
No breaking.,0,Pet supplies
The scent is soft and pleasant.,1,Pet supplies
This is a great product.,0,Pet supplies
These smell good and are quality.,1,Pet supplies
I have to really yank on them to get them free.,1,Pet supplies
excellent product,0,Pet supplies
The absolute most durable bag I've ever used!,1,Pet supplies
Its too strong so I have to keep them put away in a drawer in the closet.,0,Pet supplies
Great,0,Pet supplies
Easy to use.,0,Pet supplies
These poopie bags are terrific!,0,Pet supplies
They are  a good product.,0,Pet supplies
Great product!,0,Pet supplies
These are great bags for dog waste.,0,Pet supplies
I've  said this before about this product: Great value for the price:-),0,Pet supplies
I will ordered them again as needed.,0,Pet supplies
"Strong, durable, and scented.",1,Pet supplies
"I have a roll of these in each vehicle, my house, in the area I keep the dog equipment etc.",0,Pet supplies
.,0,Pet supplies
"The odor of these bags is quite overwhelming, so this made me quite suspicious of it's origins.",1,Pet supplies
"""Much"" easier to tear off from the roll than any other bags I've used.",1,Pet supplies
I will be buying them again once I run out!,0,Pet supplies
I like how sturdy the bags are.,1,Pet supplies
The end linings of each bag are also very strong so the bag doesn't rip open (the previous bags I used had this problem),1,Pet supplies
"Being a volunteer at an animal shelter and fostering dogs along with having my own, I've tried a bunch of other bags, and these stand up the best.",0,Pet supplies
"Not overwhelming, which is also good.",0,Pet supplies
I think it smells ok.,0,Pet supplies
"I don't like scented things, but I don't really notice the lavender scent on these.",1,Pet supplies
I put this hot package into my pocket with no worries of transferring a malicious odor.,1,Pet supplies
These will be the only ones I buy from now on.,0,Pet supplies
;-),0,Pet supplies
"I've been buying these ""poop"" bags for quite some time and they are the best.",0,Pet supplies
A girl can dream.,0,Pet supplies
"Good size, very durable",1,Pet supplies
Love these bags!,0,Pet supplies
Seller sends fast!,0,Pet supplies
This is the second time we are buying this.,0,Pet supplies
"Unfortunately, not all poop bags are created equal.",0,Pet supplies
I can't buy those.,0,Pet supplies
"We’ve tried others but these are sturdy and won’t tear, they open easy and don’t stick, and they are better for the environment than other products.",1,Pet supplies
The bags are really durable and neutralize smell.,1,Pet supplies
"If you’re hesitant to buy these bags, don’t be.",0,Pet supplies
"Good scent, not overpowering but enough to mask poop smell.",1,Pet supplies
"These help reduce smell, are durable enough, and fit in our little bag carrier.",1,Pet supplies
They neutralize odor and are easy to use.,1,Pet supplies
Easy to use.,0,Pet supplies
I also like that they are environmentally friendly.,1,Pet supplies
"These Poop Bags are at a competitive low price, biodegradable, and they smell good.",1,Pet supplies
Large  enough to pick up the poop from a large dog.,1,Pet supplies
I really like these bags!,0,Pet supplies
The scent is light but does the job -no odor.,0,Pet supplies
They are thick enough to feel protected and the scent really helps.,1,Pet supplies
The colors are fun too  and the right size to tie a knot after picking up the poop.,1,Pet supplies
Always struggling while I'm out walking the dog.,0,Pet supplies
Winner!,0,Pet supplies
"After struggling with a couple different brands of bags that were hard to open, I found these and they are super easy to open.",1,Pet supplies
They've kept my hands clean so far.,1,Pet supplies
I clean up after 3 dogs throughout the day and these bags are just the right size.,1,Pet supplies
These smell amazing!,1,Pet supplies
"Especially when it's raining and you have five dogs and the leashes are tangled around your legs and you have an umbrella in one hand and you are trying to get the bag open with the other hand and ugh, that is when you don't want your bag to give you grief.",0,Pet supplies
Dog poop bags....yeah they are what they are.,0,Pet supplies
Plan if u puchase the holder you will need replacements,0,Pet supplies
This bags are great.,0,Pet supplies
I don't smell anything unpleasant when using these bags.,1,Pet supplies
Great product!,0,Pet supplies
Very nice smelling and perfect size.,1,Pet supplies
"They do make a GREAT dispenser though, so if you're going to buy this for anything...do it for the dispenser that has the built in baggy clip on the side.",0,Pet supplies
They're a terrific product and I like the fact they come in bulk.,1,Pet supplies
"I also like that they're biodegradable, which is the only kind I'll buy.",1,Pet supplies
These bags allow odor to pass through the bag.,1,Pet supplies
Love having the Lavender scent to mask the poop smell.,1,Pet supplies
They are worse than the plastic bags for produce at the grocery store.,0,Pet supplies
This is the convenient way to take away dog waste.,0,Pet supplies
Average.,0,Pet supplies
Bags are sturdy and in almost a year of use have never had one break open even when scraping against rough pavement.,1,Pet supplies
(I always carry hand sanitizer when picking up poop)  Other that that it's hard to open for me.,0,Pet supplies
Ok,0,Pet supplies
LOVE these bags!,0,Pet supplies
They do the job and they small good too!,0,Pet supplies
my daughter said it was nice to have a scented poop bag when she takes our 3 fur babies,1,Pet supplies
"My wife bought lesser bags, and I scolded her and immediately put in an order for more of these.",0,Pet supplies
Sturdy and long enough so you don't have any accidents.,1,Pet supplies
They don't break easily and I like the fact that they are biodegradable,1,Pet supplies
Exactly what I wanted.,0,Pet supplies
!,0,Pet supplies
A have to have item .,0,Pet supplies
What can you say about poop-bags?,0,Pet supplies
My sister was a big fan and had to borrow one as well.,0,Pet supplies
"Having a great dane, a larger bag is a must,  so this fits the bill!",1,Pet supplies
Perfect.,0,Pet supplies
Dog poop!,0,Pet supplies
I have used these before......very convenient - right there on the leash.,0,Pet supplies
"I've  also noticed I don't smell the poop in the bag with these, unlike other bags.",1,Pet supplies
I don't find the scent to be as strong as other reviewers.,0,Pet supplies
i can really use this for ever.,0,Pet supplies
The smell is so nice,1,Pet supplies
Who likes smelling poo?!,0,Pet supplies
I will never order any other bags again.,0,Pet supplies
I use this bags for years and I do like them a lot.,0,Pet supplies
!,0,Pet supplies
Bags work very well for intended purpose.,0,Pet supplies
"Quick, product arrived as expected.",0,Pet supplies
Can't wait for them to be used up.,0,Pet supplies
Have purchased several boxes.,0,Pet supplies
Just make sure you do not buy the lavender ones.,0,Pet supplies
These bags are sturdy (haven’t had one rip yet!,1,Pet supplies
"Not the cheapest bag available,  but I'm happy to spend a little more knowing that my hand isn't going through the bag.",1,Pet supplies
The only waste bags I use since I found them on Amazon.,0,Pet supplies
"3) This product does decompose (very quickly), especially in areas of high heat.",0,Pet supplies
I can't attest to their durability yet as I'm waiting on my rescue dog to arrive but I will say they are very pleasantly scented.,1,Pet supplies
"So when our previous bags holder wore out, I checked the Earth Rated products.",0,Pet supplies
"I try not to use much plastic at all, but our apartment complex management sent out notices that if any one was caught not cleaning up after their dog, they would be fined $25 for each violation.",0,Pet supplies
"I love the bags, as they are very sturdy, I have used other bags that have broken on me.",1,Pet supplies
Good product yes,0,Pet supplies
"I have no idea how these would hold up for a big boy, but they are large and sturdy and I don’t smell anything while carrying back home.",1,Pet supplies
Do not rip easily and they have no smell.,1,Pet supplies
And the open easily!,1,Pet supplies
Great product.,0,Pet supplies
The lavender scent helps cover up the odor extremely well.,1,Pet supplies
The best dog poop bags.,0,Pet supplies
Two thumbs up.,0,Pet supplies
Hate to throw away plastic so thankful for something more earth friendly!,1,Pet supplies
"Love these bags, I use them for both my pup and baby diapers!",0,Pet supplies
"I'm sure my dog appreciates that, too.",0,Pet supplies
But believing in something like that makes me sleep better knowing that my dogs poo is buried in a bag that will eventually break down and return the poo to the earth.,1,Pet supplies
The scent definitely helps with the less pleasant aspects of this task and is not overwhelming or over-flowery.,1,Pet supplies
"Great quality, great value and they were delivered so fast!",0,Pet supplies
I first bought them when I was on vacation in Maine.,0,Pet supplies
I never write reviews but by far these are the best poop bags I have found.,0,Pet supplies
When I pick up poop I feel confident because it does not feel too thin.,1,Pet supplies
"I've never had one rip or break, and I've never been able to smell anything through the bag either.",1,Pet supplies
"My only issue is that if you accidentally drop a roll, be prepared to have to roll the entire thing back up, as this has happened several times to me while walking my dog and accidentally dropping the leash.",1,Pet supplies
Great!,0,Pet supplies
Great product.,0,Pet supplies
I also put them in my closet in pockets to make everything smell of lavender.,0,Pet supplies
"With a bit of practice you can pick up several piles from a golden retriever in one bag, and maintain clean hands.",0,Pet supplies
"All this besides being Eco-friendly with a cardboard core, not plastic.",1,Pet supplies
Convenient and plenty big.,1,Pet supplies
Great bags!,0,Pet supplies
We’ve never had a structural failure like you can experience with low quality bags.,1,Pet supplies
I also use them for scooping litter boxes for clients with cats as well as for my own cat at home.,0,Pet supplies
Never had any leaks or problems with them.,1,Pet supplies
Fifth purchase and will keep on purchasing,0,Pet supplies
"I hung them on a hanger to just tear off a new one every time we go for a walk, and the bags are very sturdy and have seemed to rip off the roll where they are designed too.",1,Pet supplies
They are easy to open and are an ideal size for picking up after a 65 pound dog.,1,Pet supplies
Great bags.,0,Pet supplies
Easy and very convenient to use.,1,Pet supplies
smells great and doesn't tear,1,Pet supplies
"The pleasant lavender smell, coarse texture and durability definitely pay off in the long run.",1,Pet supplies
Amazon stated it was delivered to me personally...Impossible no one was home when I came upon it on the porch.,0,Pet supplies
I love these bags!,0,Pet supplies
Not much to report here.,0,Pet supplies
"Scented bags are a bit of a lunacy in trying to overcome what they are designed to contain, but these are very nice study bags nonetheless.",1,Pet supplies
I'm not out there fighting to get the bag open.,0,Pet supplies
"I think as earth friendly as that is comparably,  they could be just as good without anything in the middle.",0,Pet supplies
"Great scent, very good quality.",1,Pet supplies
"I use 2, one for the hand, and one to get filled..tie it up.olenty of room-and that’s the “end of the story folks”, just a little Paul Harvey there..💜👍",0,Pet supplies
I love the brand and that they are biodegradable.,1,Pet supplies
Great product!,0,Pet supplies
They are the perfect size and they are very durable.,1,Pet supplies
"The second is that the so-called lavender scent should be called ""gas station bathroom.""",0,Pet supplies
"I love the convenience of these bags, especially the wide opening, the size.and the small roll that fits nicely in my pocket.",1,Pet supplies
But a lot of the biodegradable bags end up ripping with you tear one off the roll.,1,Pet supplies
The bags are great.,0,Pet supplies
"Earth-friendly, sturdy and nicely-scented.",1,Pet supplies
Because you have these Eart Rated bags.,0,Pet supplies
Super thick and heavy duty.,0,Pet supplies
great product,0,Pet supplies
I'd highly recommend them.,0,Pet supplies
These bags work very well.,0,Pet supplies
And for less than $12 I am set for the next 3 or 4 months.,0,Pet supplies
"Great dog bags, perfect package, nice smelling and filling bags.",1,Pet supplies
don't own a dog.,0,Pet supplies
They smell good for sure.,1,Pet supplies
"I love these bags for their purpose, smell, and biodegradable substance they're made of.",1,Pet supplies
These bags do what they're designed to do.,0,Pet supplies
I haven't had other dog poop bag experience so there's nothing more for me to reference but these are so fantastic that I won't be trying other brands.,0,Pet supplies
The lavender scent comes in handy if you are carrying the full bags for any distance.,1,Pet supplies
Arrived quick.,0,Pet supplies
best bags I've yet to come across.,0,Pet supplies
"Once you pick up and tie the bag off, you have no odor, so if you're on a walk, it's not a problem waiting until you come across a waste can.",1,Pet supplies
These are not biodegradable plastic bags.,0,Pet supplies
They hold a fair amount dog poop AND smell good too!,1,Pet supplies
I always get these for my dog.,0,Pet supplies
No accidental holes in the when picking up waste.,1,Pet supplies
"They are strong, ample size, and the slight lavender scent is appreciated.",1,Pet supplies
nice thick bags and scent helps on those bad days,1,Pet supplies
Durable and great that it biodegrades.,1,Pet supplies
Scented dog bags work perfect.,1,Pet supplies
"I'm very disappointed after I specifically searched for ""biodegradeable poop bags.""",0,Pet supplies
They go with a small dispenser that travels well.,1,Pet supplies
They are always sent on time and are great bags.,0,Pet supplies
They are large enough to pick up after a small to medium size dog and still tie a knot at the top.,1,Pet supplies
It's SO STRONG.,0,Pet supplies
They smell good and that smell continues when the bag is full.,1,Pet supplies
Would i purchase again no.,0,Pet supplies
Thanks!,0,Pet supplies
I love these bags!,0,Pet supplies
I wanted a more eco friendly way to dispose of cat litter box waste.,1,Pet supplies
WIN.,0,Pet supplies
I love the fact that the bags are durable and not paper thin like others.,1,Pet supplies
When they contacted me to ask me if I was happy I said I was pretty sure there was a mistake.,0,Pet supplies
Will continue to buy this brand.,0,Pet supplies
"Bags have a nice, subtle fragrance!",1,Pet supplies
"Very good bag, highly recommended.",0,Pet supplies
It stays on you for some time.,0,Pet supplies
The lavender ones smell like chemicals and lingers in the room they are in.,1,Pet supplies
"Strong, durable, reliable.",0,Pet supplies
Very good quality poop bags.,0,Pet supplies
:-),0,Pet supplies
Great poo bag.,0,Pet supplies
I will always buy these bags for my dogs!,0,Pet supplies
Now that I found them on Amazon I won't have to go back to getting the lesser bags again.,0,Pet supplies
I have tried many bags.,0,Pet supplies
I’m going to return/exchange these for the unscented ones.,0,Pet supplies
We like these very much so far!,0,Pet supplies
"They're strong and rarely rip apart as I'm unfolding them as some cheaper quality bags do, but they're relatively thin and compact.",1,Pet supplies
"NOT BIODEGRADABLE, even though 100% of their marketing look and sounds like it is.",0,Pet supplies
Have used scented bags before that have better longer lasting scent.,1,Pet supplies
"Thick, sturdy bags that'll hold a large dog's poo without failing to keep you safe from actually getting anything on you.",1,Pet supplies
"Plus, the scent is AMAZING!!!!",1,Pet supplies
Bags are great but the scent is a little too strong for me and stays on the hand after using (hence the 4 vs 5 stars.),1,Pet supplies
The bags themselves are durable enough and don't tear when you're separating them.,1,Pet supplies
I use it for my cat's litter box; so happy to not be using plastic bags!,1,Pet supplies
I highly recommend!,0,Pet supplies
These unscented bags are the perfect alternative.,0,Pet supplies
Love these bags!,0,Pet supplies
They pick up poo easily and I have never had an issue with quality.,1,Pet supplies
Next time I will get unscented.,0,Pet supplies
These work well for cat litter.,1,Pet supplies
"We, the dog's staff and longtime users.",0,Pet supplies
I have to tear off a corner of the top of the bag to get them open.,0,Pet supplies
I've been using these bags for about a month now with no issues.,0,Pet supplies
Great bags for the price,0,Pet supplies
Was concerned that being these are biodegradable they might be flimsy - not so!,1,Pet supplies
Also a great price!,0,Pet supplies
Because I like the bags themselves I will be giving these away and trying the unscented.,0,Pet supplies
They're sturdy and big enough that tying them off is pretty easy.,1,Pet supplies
Been using them for years,0,Pet supplies
"They smell nice,  they hook nicely to the container, they are easy to open, and they've never broken!",1,Pet supplies
I would highly recommend them.,0,Pet supplies
Great purchase,0,Pet supplies
They dispense easily and I’ve never had a bag break open or tear.,1,Pet supplies
"I really like the lavender scent, though!",1,Pet supplies
the scent helps cover up the other smell too.,1,Pet supplies
These bags do the trick and hold together well.,0,Pet supplies
I tried using leftover bags from the produce department at the supermarket and was always concerned that they would break when used (a really unpleasant idea).,0,Pet supplies
As a new pet owner.,0,Pet supplies
I highly recommend the Earth Rated Green Dog Waste Bags,0,Pet supplies
Couldn't ask for more!,0,Pet supplies
"Strong, quality product.",0,Pet supplies
"Bags are sturdy - if you furry friend likes to go on pinecones, sticks and bushes, the bag won't rip.",1,Pet supplies
"Great size, never rip when you're pulling a new one off the roll OR in the line of duty - which is the most important part.",1,Pet supplies
:),0,Pet supplies
They are the just the right thickness and not see-trough.,1,Pet supplies
Great item for traveling with your pet.,0,Pet supplies
"I tried to air them out for a few days, but the scent is still quite detectable.",1,Pet supplies
"I have ordered these several times - always consistent - no rips or tears, substantial enough to do the job and even the scent is not ‘too much.’  I Have tried others, they seem much thinner and frankly, I do not want to have to deal with a break.",1,Pet supplies
They are heavier than other bags and better quality.,0,Pet supplies
I have tried a variety of bags.,0,Pet supplies
The best feature of all is that they are easy to open!,1,Pet supplies
It has very nice scent.,1,Pet supplies
I'm very glad these biodegrade because I've used thousands of them at this point.,1,Pet supplies
We have used these bags for some time and they work well for us.,0,Pet supplies
I think we should all do that.,0,Pet supplies
I've used some bags that were so thin that after picking up my dog's poop my hand smelled!!!,1,Pet supplies
I was looking for a more environmentally friendly poop bag and came across these.,1,Pet supplies
Work well.,0,Pet supplies
They don't smell like lavender.,0,Pet supplies
Will continue to use forever!,0,Pet supplies
"Great bags, love that they're biodegradable.",1,Pet supplies
"When new dog owners realize, they MUST PICK UP POOP!",0,Pet supplies
It doesn't make me say yuck.,0,Pet supplies
They have never ripped while in action and did I tell you they smell pleasant?,1,Pet supplies
I love these especially that they are scented.,1,Pet supplies
We have to seal them in a container because smell is so strong and unappealing.,1,Pet supplies
"Good Product, does the job as described.",0,Pet supplies
Gross!,0,Pet supplies
I'm a veterinarian and I have tried many brands of bags over the years but since I discovered the Earth Rated Dog Waste Bags I use no other.,0,Pet supplies
Makes picking up fidos poop almost a pleasure!,0,Pet supplies
The price was great.,0,Pet supplies
These are the very best poop bags on the market they are large they are camouflaged in color and not easily noticeable when you're carrying them around I highly recommend them for any size dog whatsoever,1,Pet supplies
They're also generously sized for bigger dogs.,0,Pet supplies
I love these bags.,0,Pet supplies
We use this with the baggie  dispenser (and attached it to the leash).,0,Pet supplies
The green color is just great - easy to see and tear off.,1,Pet supplies
Keeps odor to a minimum.,0,Pet supplies
makes picking poo up less icky.,0,Pet supplies
"The lavender scent makes you feel a little less dirty too, considering that you're picking up poop.",1,Pet supplies
These dog waste bags are the ideal size & strength,1,Pet supplies
Once we start running low on our previous order we will be getting more!,0,Pet supplies
Very happy with them will buy them again.,0,Pet supplies
Great size and leak proof,1,Pet supplies
We use them for baby diapers since California made it illegal for grocery stores to use plastic bags.,0,Pet supplies
I use them for my cat and the odor doesn't come through.,1,Pet supplies
Great value  and I like that they are  earth friendly!,1,Pet supplies
Does the job they're intended to do!,0,Pet supplies
Let’s hope so.,0,Pet supplies
The texture is comfortable and they tear easily which is important when already engaged in an annoying activity - picking up dog poop.,1,Pet supplies
Perfect size to carry when walking my dogs.,1,Pet supplies
My go to poop bags for years.,0,Pet supplies
Would purchase again.,0,Pet supplies
I had one box delivered to my summer address.,0,Pet supplies
The bags are long.,0,Pet supplies
We buy them over and over.,0,Pet supplies
Item arrived shortly.,0,Pet supplies
My dog is huge...hard to find bags that work with what he's working with.,1,Pet supplies
Good quality!,0,Pet supplies
"Eco-friendly, but they end up in my trash bag anyway.",0,Pet supplies
Excellent product.,0,Pet supplies
I like the size and thickness is perfect.,1,Pet supplies
I have a doggy backpack that my dog wears when we go for a walk and I always keep these in a dispenser to clean up his messes.,0,Pet supplies
Great smell and contents of what in the bag.,1,Pet supplies
"Pleasant smell, will purchase again",1,Pet supplies
Depending on your dog and its diet I guess.,0,Pet supplies
"I've used them before, I think they are a great product.",0,Pet supplies
So I love the bags and plan on getting a different case.,0,Pet supplies
Good quality.,0,Pet supplies
Spent a bit more and this is one area I will continue to do so.,0,Pet supplies
Easy to tear off and fits in all the holders.,1,Pet supplies
I actually use these to bag my cat litter.,0,Pet supplies
"They're exactly what I needed, work great!",0,Pet supplies
Good depth & most importantly the bags are thicker than most other brands so you don't have to worry about tears when collecting your dog's business.,1,Pet supplies
great,0,Pet supplies
I was hesitant to buy bags at all simply because the first set I bought was a pack of 150 for $1 from a local pharmacy and they worked really well.,0,Pet supplies
these bags have been great.,0,Pet supplies
"If I ever get a dog, I will have another use.",0,Pet supplies
These are great.,0,Pet supplies
"I've never enjoyed picking up my dogs poop more, thanks to these eco friendly poop bags.",0,Pet supplies
Will buy again!,0,Pet supplies
"Plus, you don't feel like a terrible person for putting so much plastic into a landfill since these will biodegrade with their contents.",1,Pet supplies
"Otherwise, a great product and exactly as described.",0,Pet supplies
I would rather smell the dog poop.,0,Pet supplies
Wish I could subscribe and save to these!,0,Pet supplies
They work as described.,0,Pet supplies
I purchased the lavendar and scent is very subtle yet very effective.,1,Pet supplies
I love the Earth Rated brand.,0,Pet supplies
Thick enough ur hand never gets dirty.,1,Pet supplies
Really like that the lavender scent  masks odor.,1,Pet supplies
"However, keep in mind, you'll need to buy brand's own disposal thingie, because it won't fit in others.",0,Pet supplies
"These really do smell like lavender, and are high quality thickness.",1,Pet supplies
Always sturdy with no holes.,1,Pet supplies
The best part is the scent!,0,Pet supplies
The fragrance was a nice surprise to help with the stinky stuff.,1,Pet supplies
"I would not suggest use in indoor trashcans as, even when tied tightly, there can be some smell.",0,Pet supplies
I actually bought these for my son's diapers.,0,Pet supplies
This product is the best bag for picking up my dog’s p..p that I have used.,0,Pet supplies
bought a couple times now...awesome bags!,0,Pet supplies
"Thanks, good product.",0,Pet supplies
Best bags for poop patrol.,0,Pet supplies
It almost smells worse then the dog poop.,1,Pet supplies
These will disintegrate over time.,0,Pet supplies
"Very pleased with these, and the fact they are scented.",1,Pet supplies
Get them!,0,Pet supplies
Same issue you have with garbage bags.. struggling to open this while your dog is pulling away constantly is a pain but they work great.... if you can get them open,1,Pet supplies
Bought these several times.,0,Pet supplies
Get the job done.,0,Pet supplies
"Every time you pull them out, you can smell the scent of the lavender.",0,Pet supplies
These are great.,0,Pet supplies
"They don't mask it completely, but considerably.",1,Pet supplies
The bags work great in the little carriers my friend made for me.,0,Pet supplies
Poop successfully paired - great bags!,0,Pet supplies
"My first thought was ""this is over the top.""",0,Pet supplies
Very good product.,0,Pet supplies
"In any case, it worked wonderfully!",0,Pet supplies
"The smell doesn't fade away as soon as you pull out a bag, like the arm & hammer bags that I've tried before.",0,Pet supplies
Excellent product.,0,Pet supplies
"Perfect size, easy to open and we like the compact way they are packaged.",1,Pet supplies
I love the product it's nice easy and it smells good,1,Pet supplies
Nice scent.,0,Pet supplies
You would think that there is not a lot of variety in dog poop bags.,0,Pet supplies
Since these are going to a dump from the park bins I doubt that it is better than being sealed in a plastic bag.,0,Pet supplies
Like the fragrance,1,Pet supplies
"We have tried different bags before, they were all  of a different quality- way too thin and poop smelled through the bag.",1,Pet supplies
They do not rip!,0,Pet supplies
They arrived earlier than expected too.,0,Pet supplies
"I still prefer them to the unscented version, though!",0,Pet supplies
Good product,0,Pet supplies
Will buy again!,0,Pet supplies
Great delivery,0,Pet supplies
Yuck.,0,Pet supplies
work very well,0,Pet supplies
"I used these bags for my 120lb Rotti's turds...never ripped, easy to tear,  and large enough for room to tie closed.",1,Pet supplies
I use them for both my dog and cat.,0,Pet supplies
It does what it’s supposed to do.,0,Pet supplies
Occasionally I get a bag here and there that either hasn't been sealed or has been inadvertently cut somehow in the manufacture process.,0,Pet supplies
Great bags!,0,Pet supplies
These are a great value.,0,Pet supplies
These are good strong bags and have that nice lavender scent.,1,Pet supplies
I had to call in a professional carpet cleaner service to get the spots out.,0,Pet supplies
I begin to fear I am running out of options... until I start to do a little research.,0,Pet supplies
"Hi Paul,",0,Pet supplies
Even the most thorough vacuuming and steam cleaning wouldn't get rid of the dog odor.,0,Pet supplies
None of them even weakened the smell.,0,Pet supplies
"I searched amazon which is my go to for almost everything, and came across this top rated product.",0,Pet supplies
Couldn't be happier (except if there would have been no urine there in the first place)  :),0,Pet supplies
"Good product, great service.",0,Pet supplies
"It has a very strong odor but not necessarily unpleasant, but not that great either.",1,Pet supplies
My order was received quickly and so far works great!!,0,Pet supplies
Previously had used the Stink Free product which was also effective but did not seem to do quite as good a job cleaning the stains or wiping out the urine odor.,1,Pet supplies
We have ceramic tile floors and they are porous enough to hold odors.,0,Pet supplies
I love this product!,0,Pet supplies
The product smells terribly and the product made the carpet i used this on feel funky too.,1,Pet supplies
The scent took some getting use to but no complaints.,0,Pet supplies
"In the end, it's cheaper than having the carpet professionally cleaned, plus it cleaned up the mess after one treatment.",0,Pet supplies
!,0,Pet supplies
"I followed the directions and used enough of the product to penetrate the cushions, I let it stand and tried to get the excess off with a towel.",0,Pet supplies
Have also used it to clean up and accident from the dog in carpet!,1,Pet supplies
This spray really works great and I would recommend it to anyone that needs to get rid of a pet stain or smell of urine.,0,Pet supplies
I received my order (1 gallon size) of Rocco & Roxie in just a few days after placing my order.,0,Pet supplies
I cannot thank this company enough for their product.,0,Pet supplies
works,0,Pet supplies
Was about to buy a new rug but decided to try this first and the smell is gone!,0,Pet supplies
If the spot is really saturated or is dried in you may have to do a second treatment a couple days later to get the smell completely out.,0,Pet supplies
I can't believe it.,0,Pet supplies
A whole gal.,0,Pet supplies
The smell was intense but we knew it would be so we just closed the basement door and let the enzymes do their work.,0,Pet supplies
The company reached out personally too to make sure I knew how to use it.,0,Pet supplies
I have tried it a few times and I was expecting the cat piss smell to go away and it's a weird smell as well.,0,Pet supplies
I followed the directions and soaked up the excess and allowed it to air-dry.,0,Pet supplies
All these positive reviews here are just simply odd.....,0,Pet supplies
I took the sofa cushion cover to a dry cleaner that said they could get rid of the urine smell.,0,Pet supplies
Many wee wee's happen on it.,0,Pet supplies
"I can't believe how fast it took out the ""poop"" smell in the carpet.",0,Pet supplies
"Not fluff, they didn't pay me.",0,Pet supplies
Such a good thing to have on hand.,0,Pet supplies
It's worked on even the strongest odors.,0,Pet supplies
Worked great!,0,Pet supplies
I don't think it smells bad or leaves a lingering scent.,1,Pet supplies
"Not only can we not smell anything, our new pup doesn't seem to be able to either.",0,Pet supplies
Stain be removed.,0,Pet supplies
"Sigh...for this money, I thought it would keep them from that.",0,Pet supplies
I can not say enough good things about this product.,0,Pet supplies
So.,0,Pet supplies
"This cleaned up the problem area, and solved the issue.",0,Pet supplies
"Removed smells, well.",1,Pet supplies
Love it.,0,Pet supplies
Really impressed with this product.,0,Pet supplies
"I know, you see all of the positive reviews and you think to yourself ""there is no way this product is good as everyone is saying""",0,Pet supplies
I waited until I could use the product before posting a review.,0,Pet supplies
It rids any surface of pet odor.,1,Pet supplies
Ugh.,0,Pet supplies
Eliminates pet odors easily - and effectively.,1,Pet supplies
This product works amazingly well for removing my dogs accidents.,0,Pet supplies
Very effective.,0,Pet supplies
It hasn't been 100% effective but pretty great compared to others.,0,Pet supplies
I cannot believe it.,0,Pet supplies
Glad I finally found this product.,0,Pet supplies
"Also just be mindful that this will bleach your carpets just a little, I have light brown carpet and were i spray this product, it does lighten the carpet a little when dried.",1,Pet supplies
Urine went through cover and a part of foam.,0,Pet supplies
I am very happy to have found this product.,0,Pet supplies
Did a lot of research and finally decided to give it a try.,0,Pet supplies
We have a puppy who was frequenting our dining room.,0,Pet supplies
Then we had two kids and I was in panic to get them clean!,0,Pet supplies
Zero urine smell.,0,Pet supplies
"I did not have any issues, other than on tile it makes it slighly more slippery.",1,Pet supplies
I've had cats and dogs for 20 yrs  and this is the only product that I will recommend to others.,0,Pet supplies
Not sure why people rave about this product.,0,Pet supplies
Zero Rez was no help with their measly spray of enzymes.,0,Pet supplies
Here's the deal.,0,Pet supplies
"We had to bring our 9 week old puppy with us on vacation to our family beach house, which has carpeting.",0,Pet supplies
Feline turf wars in a nice home are the worst.,0,Pet supplies
5 stars!,0,Pet supplies
I learned from that mistake using too many chemicals makes it smell worse and I should have used an enzyme based cleaner 1st.,1,Pet supplies
Nothing else worked.,0,Pet supplies
"I even used it on a pillow that landed on the spot earlier in the week, and it lifted the smell right off.",0,Pet supplies
"I think it does a good job getting rid of the urine smell, but it has a very strong smell itself, and irritates my airways when I spray/clean up.",1,Pet supplies
"after letting it set and drying it off, I literally could not smell any trace of cat urine.",1,Pet supplies
"I never write reviews on stuff I buy on amazon, that being said, this stuff is amazing.",0,Pet supplies
"It works effectively to remove VISIBLE stain and odors, but UV light the stain is still there despite heavy application and numerous attempts.",1,Pet supplies
He's the reason I bought your product.,0,Pet supplies
It does the job,0,Pet supplies
Dowse the pee don't be afraid to turn your carpet into a water park with the natures miracle stuff.,0,Pet supplies
I had to buy scat spray to fix that.,0,Pet supplies
This stuff works GREAT!,0,Pet supplies
After spending way too much money on carpet cleaning and other enzyme cleaners trying to get rid of the urine smell from an aging pet.,0,Pet supplies
I tried cleaning it with other products that people seem to like but none of them really seemed to clean it and there was a lingering smell (all this within two days).,1,Pet supplies
"Also, fantastic customer service from the company.",1,Pet supplies
The smell is taken away and the stain is too if you work at it.,1,Pet supplies
We are moving to a house with no carpets but will definitely keep this on hand to use for any future accidents on the hardwood.,0,Pet supplies
